system:index,Forest Loss Total,year,.geo
0,6.2679252402404666E7,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,9.275349487634744E7,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,8.506033018374982E7,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,1.2622604765578075E8,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,1.9844283040910643E8,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,1.7146433925383878E8,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1.5814410282653856E8,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1.5069525334646103E8,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,1.4314509291809273E8,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,2.1513323418887234E8,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,1.2865619890535015E8,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1.7528334761901435E8,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,1.38517907737542E8,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,1.587216553091055E8,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,1.5734881356811082E8,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2.530958388732362E8,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2.5615103253968444E8,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,1.9657423380995208E8,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2.4341868702321443E8,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2.264940270530759E8,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2.2403995288921565E8,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2.355834131583634E8,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2.2762322455578747E8,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
